Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,DefensiveAwareness
0.5,0.3142857142857143,1.0,0.7719298245614035,0.7200000000000001,1.0,0.7499999999999999,0.9032258064516129,1.0,0.9722222222222223,1.0,0.9999999999999999,0.6949152542372882,0.7413793103448277,0.6326530612244897,0.8085106382978722,0.5652173913043479,0.923076923076923,0.5714285714285713,0.86,0.5,0.8787878787878789,0.7321428571428571,0.8493150684931507,0.9322033898305085,0.9999999999999999,0.5606060606060607,0.7592592592592593,0.32367149758454117,0.9384615384615386,0.7894736842105263,0.8461538461538463,0.9166666666666667,0.7692307692307694,0.23076923076923078,0.26666666666666666,0.9629629629629629
0.2142857142857144,0.2857142857142858,0.8771929824561404,0.7894736842105263,0.7599999999999999,0.9423076923076924,0.85,0.9999999999999999,0.8955223880597014,0.8194444444444444,0.8676470588235294,0.9999999999999999,0.6610169491525423,0.689655172413793,0.8571428571428571,0.7659574468085106,0.8695652173913044,0.9846153846153848,0.7936507936507936,0.58,0.375,0.9242424242424243,0.8749999999999999,0.8082191780821917,0.9491525423728814,0.8709677419354839,0.7878787878787878,0.7962962962962963,0.3913043478260869,0.8615384615384617,0.8026315789473684,0.15384615384615385,0.5833333333333333,0.3846153846153846,0.23076923076923078,0.26666666666666666,0.6724625388747526
0.6071428571428577,0.7142857142857144,0.736842105263158,0.6140350877192982,0.82,0.8653846153846155,0.6666666666666666,0.9193548387096774,0.835820895522388,0.7777777777777777,0.8088235294117647,0.8958333333333334,0.8983050847457626,0.9827586206896551,0.4897959183673469,0.8723404255319149,0.4782608695652175,0.9846153846153848,0.8412698412698413,0.82,0.765625,0.7878787878787878,0.9107142857142857,0.821917808219178,0.7796610169491526,0.7096774193548386,0.6818181818181819,0.6481481481481481,0.32367149758454117,0.9538461538461539,0.8421052631578947,0.6923076923076923,0.16666666666666669,0.9230769230769231,0.9230769230769231,0.3333333333333333,0.9074074074074073
0.5357142857142856,0.4285714285714288,0.894736842105263,1.0,0.7000000000000001,0.9038461538461539,0.7166666666666667,0.9999999999999999,0.7164179104477613,0.5555555555555556,0.75,0.9374999999999999,0.9999999999999999,1.0,0.8979591836734694,0.8510638297872339,0.6956521739130435,0.8461538461538461,0.7936507936507936,0.92,0.65625,0.803030303030303,0.7499999999999999,0.7945205479452053,0.9491525423728814,0.8064516129032259,0.4242424242424243,0.7407407407407407,0.32367149758454117,0.8615384615384617,0.75,0.5384615384615385,0.3333333333333333,0.7692307692307694,0.23076923076923078,0.3333333333333333,0.8703703703703703
0.32142857142857206,0.34285714285714297,0.824561403508772,0.8771929824561404,0.68,0.9230769230769232,0.7,0.9516129032258064,0.8656716417910448,0.5138888888888888,0.8088235294117647,0.9374999999999999,0.7796610169491526,0.7931034482758622,0.7551020408163264,0.8297872340425532,0.7608695652173914,0.7999999999999999,0.7142857142857143,0.7799999999999999,0.59375,0.7121212121212122,0.8214285714285713,0.8082191780821917,0.9322033898305085,0.8225806451612904,0.6515151515151516,0.7592592592592593,0.32367149758454117,0.9538461538461539,0.8421052631578947,1.0,0.6666666666666667,0.8461538461538463,0.6153846153846154,0.5333333333333332,0.9629629629629629
0.2142857142857144,0.05714285714285716,0.8771929824561404,0.8596491228070176,0.7999999999999999,0.9423076923076924,0.9666666666666667,0.9999999999999999,0.9253731343283582,0.4305555555555555,0.8382352941176472,0.9374999999999999,0.9152542372881355,0.810344827586207,0.8163265306122448,0.8510638297872339,0.8043478260869565,0.7999999999999999,0.5238095238095238,0.7400000000000001,0.125,0.803030303030303,0.7499999999999999,0.821917808219178,0.9999999999999999,0.9354838709677419,0.5757575757575758,0.7777777777777777,0.32367149758454117,0.8461538461538461,0.7894736842105263,0.5384615384615385,0.49999999999999994,0.8461538461538463,0.30769230769230776,0.6666666666666667,0.9999999999999999
0.4285714285714288,0.5714285714285716,0.8771929824561404,0.9298245614035088,0.5399999999999999,0.980769230769231,0.9166666666666666,0.8064516129032256,0.9850746268656716,0.9444444444444444,0.9558823529411764,0.9374999999999999,0.559322033898305,0.6724137931034483,0.5918367346938774,0.6170212765957446,0.39130434782608714,0.9384615384615386,0.5873015873015873,0.4600000000000001,0.59375,0.9090909090909092,0.8928571428571427,0.821917808219178,0.9152542372881355,0.9354838709677419,1.0,0.7037037037037037,0.3913043478260869,0.8307692307692308,0.7368421052631579,0.5384615384615385,0.49999999999999994,0.15384615384615385,0.23076923076923078,0.6000000000000001,0.6724625388747526
0.5,0.48571428571428577,0.7719298245614035,0.894736842105263,0.68,0.7307692307692307,0.7833333333333333,0.8709677419354839,0.8955223880597014,0.8333333333333333,0.7205882352941178,0.7499999999999999,0.7796610169491526,0.810344827586207,0.6938775510204082,0.5957446808510638,0.6086956521739131,0.8461538461538461,0.6825396825396824,0.84,0.734375,0.8181818181818181,0.6607142857142857,0.7123287671232876,0.8474576271186441,0.7741935483870969,0.9848484848484849,0.6851851851851851,0.32367149758454117,0.7999999999999999,0.7105263157894737,0.9230769230769231,0.75,0.3076923076923077,0.6153846153846154,0.6000000000000001,0.7962962962962962
0.14285714285714324,0.22857142857142865,0.8596491228070176,0.5438596491228069,0.6,1.0,0.8166666666666668,0.9677419354838709,0.8507462686567164,0.6111111111111112,0.8088235294117647,0.9999999999999999,0.5423728813559322,0.5172413793103449,0.8163265306122448,1.0,1.0000000000000002,0.5384615384615384,0.6666666666666666,0.68,0.4375,0.7272727272727273,0.4464285714285713,1.0,0.7966101694915254,0.9193548387096774,0.7727272727272727,1.0,1.0,1.0,1.0,0.6153846153846154,0.6666666666666667,0.07692307692307693,0.8461538461538463,0.1333333333333333,0.6724625388747526
0.6428571428571432,0.5714285714285716,0.7192982456140351,0.7543859649122806,0.86,0.826923076923077,0.8666666666666666,0.8225806451612904,0.791044776119403,0.8055555555555556,0.7647058823529411,0.8541666666666666,0.5254237288135594,0.689655172413793,0.40816326530612235,0.7659574468085106,0.39130434782608714,0.9538461538461539,0.7142857142857143,0.64,0.765625,0.7878787878787878,0.8035714285714285,0.8767123287671232,0.7966101694915254,0.6290322580645161,0.7424242424242424,0.7037037037037037,0.32367149758454117,0.9538461538461539,0.8289473684210527,0.8461538461538463,0.08333333333333331,0.8461538461538463,0.8461538461538463,0.1333333333333333,0.9999999999999999
0.25,0.4285714285714288,0.824561403508772,0.6140350877192982,0.7799999999999999,0.9423076923076924,0.5333333333333333,0.9032258064516129,0.835820895522388,0.4444444444444445,0.7647058823529411,0.9374999999999999,0.7288135593220338,0.7413793103448277,0.7551020408163264,0.8297872340425532,0.7391304347826089,0.7076923076923077,0.7460317460317459,0.88,0.671875,0.4545454545454546,0.9107142857142857,0.8356164383561644,0.8983050847457626,0.7903225806451614,0.40909090909090917,0.7592592592592593,0.32367149758454117,0.923076923076923,0.8552631578947367,0.7692307692307692,0.75,0.8461538461538463,0.4615384615384615,0.8,0.9999999999999999
0.14285714285714324,0.3142857142857143,0.7192982456140351,0.7719298245614035,0.64,0.7500000000000001,0.7999999999999999,0.9032258064516129,0.8805970149253732,0.5555555555555556,0.6617647058823528,0.8958333333333334,0.8135593220338982,0.7931034482758622,0.836734693877551,0.6595744680851063,0.7391304347826089,0.876923076923077,0.7142857142857143,0.7799999999999999,0.65625,0.8181818181818181,0.9107142857142857,0.684931506849315,0.9152542372881355,0.7903225806451614,0.696969696969697,0.7407407407407407,0.32367149758454117,0.7538461538461539,0.7105263157894737,0.9230769230769231,0.3333333333333333,0.6923076923076923,0.6923076923076923,0.2,0.7592592592592592
0.6428571428571432,0.6285714285714286,0.7894736842105263,0.6491228070175439,0.7400000000000001,0.826923076923077,0.8666666666666666,0.9032258064516129,0.7462686567164178,0.625,0.75,0.8749999999999999,0.8135593220338982,0.8965517241379312,0.5102040816326531,0.7021276595744681,0.39130434782608714,0.8923076923076924,0.6825396825396824,0.7000000000000001,0.734375,0.7878787878787878,0.8035714285714285,0.7671232876712328,0.9661016949152542,0.7096774193548386,0.5151515151515151,0.6296296296296295,0.32367149758454117,0.876923076923077,0.75,0.7692307692307692,0.24999999999999994,0.7692307692307694,1.0,0.8,0.8518518518518517
0.6071428571428577,0.7142857142857144,0.7192982456140351,0.8421052631578947,0.7599999999999999,0.826923076923077,0.7166666666666667,0.8709677419354839,0.7313432835820897,0.75,0.7205882352941178,0.7708333333333334,0.8305084745762711,0.7931034482758622,0.7346938775510202,0.6808510638297871,0.673913043478261,0.7692307692307693,0.8412698412698413,0.88,0.6875,0.7878787878787878,0.7321428571428571,0.7808219178082192,0.8135593220338982,0.6290322580645161,0.6212121212121212,0.5925925925925926,0.32367149758454117,0.8615384615384617,0.7368421052631579,0.38461538461538464,0.49999999999999994,0.3076923076923077,0.5384615384615385,0.26666666666666666,0.888888888888889
0.25,0.2857142857142858,0.7894736842105263,0.8421052631578947,0.7400000000000001,0.7884615384615384,0.7,0.8387096774193549,0.8059701492537314,0.7638888888888888,0.7352941176470589,0.7916666666666666,0.6101694915254238,0.6206896551724138,0.5918367346938774,0.6382978723404256,0.5434782608695652,0.9384615384615386,0.7777777777777778,0.66,0.625,0.8181818181818181,0.9999999999999999,0.7808219178082192,0.6949152542372882,0.5967741935483871,0.7424242424242424,0.6296296296296295,0.32367149758454117,0.8461538461538461,0.7763157894736841,1.0,0.4166666666666667,0.3846153846153846,0.9230769230769231,0.26666666666666666,0.888888888888889
