Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,DefensiveAwareness
0.5,0.5833333333333333,0.6206896551724137,0.5789473684210525,0.5625,0.9999999999999999,1.0,0.689655172413793,1.0,1.0,0.7121212121212122,1.0,0.3,0.38000000000000006,0.4509803921568627,0.7592592592592593,0.7959183673469388,0.75,0.6842105263157896,0.4864864864864865,0.7833333333333332,0.29166666666666663,0.37349397590361455,0.2235294117647059,0.9166666666666665,0.2459016393442623,0.9999999999999999,0.612835930789054,0.8333333333333333,0.6666666666666665,0.9999999999999999,0.6388888888888888,0.3589743589743588,0.9433962264150942,0.7954545454545454,0.4117647058823528,0.4827448633552763
0.5,0.5277777777777779,0.4482758620689656,0.2894736842105263,0.21875,0.9803921568627451,0.6666666666666666,0.6206896551724138,0.09859154929577464,0.1891891891891892,0.8333333333333333,0.7142857142857142,0.98,0.96,0.803921568627451,1.0,0.5918367346938775,1.0,0.6842105263157896,0.7297297297297297,0.8833333333333333,0.19444444444444445,0.32530120481927716,0.24705882352941175,0.7083333333333333,0.9836065573770494,0.6417910447761194,1.0,0.46666666666666656,0.29629629629629634,0.10526315789473684,0.8888888888888888,0.7435897435897436,0.9999999999999999,0.8863636363636362,0.9411764705882355,0.9629629629629628
0.6785714285714288,0.7222222222222221,0.2758620689655173,0.26315789473684204,0.5625,0.9607843137254902,0.33333333333333326,0.8620689655172414,0.08450704225352114,0.06756756756756757,0.8636363636363635,0.857142857142857,0.78,0.8999999999999999,0.6274509803921569,0.9814814814814814,0.3265306122448979,0.9642857142857142,0.8771929824561404,0.7837837837837839,0.9166666666666665,0.16666666666666666,0.21686746987951808,0.2823529411764706,0.375,0.9836065573770494,0.582089552238806,1.0,0.46666666666666656,0.1111111111111111,0.26315789473684215,0.9166666666666665,0.8974358974358974,0.9622641509433961,0.9090909090909092,0.9411764705882355,0.5185185185185184
0.39285714285714324,0.2777777777777779,0.3448275862068965,0.42105263157894735,0.25,0.8627450980392156,0.7619047619047619,0.31034482758620685,0.1408450704225352,0.13513513513513514,0.6818181818181819,0.7142857142857142,0.76,0.5800000000000001,0.7058823529411764,0.8518518518518519,0.7346938775510203,0.9107142857142856,0.8771929824561404,0.8378378378378378,0.75,0.125,0.40963855421686757,0.21176470588235294,0.625,0.9672131147540985,0.5522388059701492,0.9137931034482758,0.46666666666666656,0.48148148148148145,0.3157894736842105,0.7777777777777777,0.641025641025641,0.8867924528301886,0.7045454545454546,0.8823529411764706,0.6666666666666665
0.5714285714285721,0.7222222222222221,0.2758620689655173,0.23684210526315788,0.40625,0.6274509803921569,0.4285714285714286,0.7241379310344828,0.30985915492957744,0.14864864864864866,0.6363636363636365,0.6666666666666665,0.98,0.94,0.9607843137254901,0.9074074074074074,0.693877551020408,0.9107142857142856,0.9298245614035088,0.6756756756756758,0.8999999999999999,0.18055555555555555,0.2530120481927711,0.10588235294117646,0.3333333333333333,0.8852459016393444,0.2835820895522388,0.896551724137931,0.46666666666666656,0.4074074074074074,0.42105263157894735,0.8055555555555554,0.6923076923076921,0.8867924528301886,0.7727272727272727,0.8823529411764706,0.3333333333333333
0.6071428571428577,0.6111111111111109,0.37931034482758624,0.3157894736842105,0.3125,0.8627450980392156,0.5714285714285714,0.9310344827586207,0.28169014084507044,0.13513513513513514,0.5303030303030303,0.7142857142857142,0.6799999999999999,0.72,0.392156862745098,0.8888888888888888,0.7346938775510203,0.8928571428571428,0.824561403508772,0.6756756756756758,0.8833333333333333,0.22222222222222224,0.2289156626506024,0.2235294117647059,0.5,0.819672131147541,0.10447761194029852,0.9137931034482758,0.46666666666666656,0.3333333333333333,0.6842105263157895,0.7777777777777777,0.7179487179487176,0.8490566037735848,0.7954545454545454,0.8823529411764706,0.7407407407407407
0.75,0.5833333333333333,0.5172413793103448,0.3421052631578947,0.59375,0.7647058823529411,0.4285714285714286,0.27586206896551724,0.1971830985915493,0.1891891891891892,0.606060606060606,0.5952380952380951,0.8799999999999999,0.8400000000000001,0.5882352941176471,0.8518518518518519,0.6122448979591836,0.857142857142857,0.5789473684210527,0.7027027027027027,0.75,0.16666666666666666,0.3132530120481928,0.0823529411764706,0.375,0.918032786885246,0.5074626865671642,0.8275862068965518,0.46666666666666656,0.48148148148148145,0.7368421052631579,0.8333333333333335,0.7692307692307692,0.7924528301886792,0.7727272727272727,0.8529411764705883,0.2962962962962963
0.7857142857142865,0.6388888888888891,0.5517241379310345,0.23684210526315788,0.21875,0.7450980392156863,0.19047619047619047,0.5172413793103449,0.352112676056338,0.2027027027027027,0.6515151515151516,0.5238095238095237,0.8999999999999999,0.8599999999999999,0.8235294117647058,0.4444444444444444,0.6734693877551019,0.8928571428571428,0.8596491228070176,0.8378378378378378,0.6499999999999999,0.20833333333333334,0.3493975903614458,0.15294117647058822,0.41666666666666663,0.8688524590163935,0.4925373134328358,0.8448275862068966,0.46666666666666656,0.5185185185185184,0.42105263157894735,0.6388888888888888,0.5641025641025639,0.8490566037735848,0.5909090909090908,0.6764705882352944,0.7407407407407407
0.4642857142857144,0.5000000000000002,0.37931034482758624,0.2894736842105263,0.125,0.9803921568627451,0.47619047619047616,0.5517241379310345,0.1408450704225352,0.08108108108108109,0.7878787878787878,0.4761904761904761,0.46,0.7,0.392156862745098,0.962962962962963,0.4897959183673469,0.9285714285714286,0.9122807017543859,0.5675675675675677,0.8833333333333333,0.08333333333333334,0.3855421686746988,0.18823529411764703,0.3333333333333333,0.9836065573770494,0.25373134328358204,1.0,0.46666666666666656,0.2222222222222222,0.21052631578947367,0.9166666666666665,0.8205128205128203,0.9056603773584905,0.8863636363636362,1.0,0.8148148148148147
0.4285714285714288,0.4444444444444444,0.3448275862068965,0.23684210526315788,0.25,0.9411764705882352,0.4285714285714286,0.8620689655172414,0.09859154929577464,0.10810810810810811,0.8181818181818181,0.8809523809523809,0.8400000000000001,0.6000000000000001,0.5882352941176471,0.6851851851851851,0.9183673469387754,0.7142857142857142,0.7543859649122806,0.7837837837837839,0.6666666666666665,0.19444444444444445,0.32530120481927716,0.2823529411764706,0.41666666666666663,0.9672131147540985,0.3880597014925373,0.9482758620689655,0.46666666666666656,0.25925925925925924,0.6842105263157895,0.5,0.46153846153846145,0.6037735849056604,0.5227272727272727,0.5882352941176472,1.0
