Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness
0.40909090909090917,0.9999999999999998,1.0,0.11025641025641025,0.3125,0.6666666666666667,0.5,0.6666666666666666,0.5454545454545459,0.32352941176470584,0.981132075471698,0.9090909090909091,0.6875,1.0000000000000002,0.9803921568627451,0.8,0.9491525423728814,0.9830508474576272,1.0,0.8333333333333333,0.6981132075471698,0.6842105263157895,0.7636363636363637,0.9333333333333331,0.7368421052631577,1.0000000000000002,0.711864406779661,0.96875,0.6909090909090909,1.0,0.8360655737704918,0.8088235294117647,0.8269230769230769,0.9791666666666667,0.9999999999999999,0.9130434782608695,0.42000000000000004,0.9384615384615385,0.8548387096774193,0.6666666666666667,0.8461538461538463,0.9166666666666667,0.3333333333333333,0.8461538461538463,0.21447916666666667,0.8985507246376812
0.2727272727272727,0.7666666666666668,0.8571428571428572,0.03794871794871795,0.08125,0.3333333333333333,0.5,0.6666666666666666,0.5757575757575761,0.41176470588235303,0.7358490566037735,0.8181818181818182,0.625,0.7804878048780488,0.6666666666666666,0.8857142857142855,0.8305084745762711,0.7457627118644068,0.8200000000000001,0.7499999999999998,0.6226415094339622,0.7368421052631579,0.709090909090909,0.7555555555555555,0.7368421052631577,0.7272727272727273,0.8135593220338982,0.859375,0.7818181818181817,0.7,0.8360655737704918,0.9117647058823529,0.7115384615384615,0.8333333333333333,0.6981132075471698,0.8913043478260868,0.42000000000000004,0.9384615384615385,0.8225806451612903,0.8333333333333333,0.4615384615384615,0.6666666666666667,0.5833333333333333,0.6153846153846154,0.07510416666666667,0.855072463768116
0.36363636363636376,0.7666666666666668,0.8928571428571428,0.038974358974358976,0.07625,0.3333333333333333,0.5,0.33333333333333337,0.7575757575757578,0.5588235294117647,0.7358490566037735,0.7090909090909091,0.796875,0.878048780487805,0.627450980392157,0.6571428571428573,0.6610169491525423,0.6949152542372881,0.8800000000000001,0.7222222222222221,0.6981132075471698,0.7894736842105262,0.7454545454545454,0.6666666666666665,0.8596491228070173,0.7045454545454546,0.6610169491525423,0.921875,0.7636363636363637,0.7,0.7377049180327868,0.8676470588235293,0.6538461538461537,0.8541666666666667,0.7924528301886792,0.8043478260869564,0.42000000000000004,0.9538461538461538,0.9677419354838708,0.6666666666666667,0.30769230769230776,0.49999999999999994,0.75,0.6153846153846154,0.06927083333333334,0.8695652173913044
0.3181818181818181,0.6666666666666667,0.8214285714285716,0.022564102564102566,0.02125,0.0,0.75,0.6666666666666666,0.18181818181818166,0.2058823529411764,0.6981132075471698,0.7272727272727272,0.765625,0.7073170731707319,0.6862745098039215,0.7428571428571427,0.8813559322033898,0.7966101694915253,0.6799999999999999,0.5833333333333333,0.8679245283018867,0.8596491228070174,0.9818181818181817,0.6222222222222222,0.8596491228070173,0.7954545454545456,0.8813559322033898,1.0,0.21818181818181814,0.72,0.9836065573770492,0.8823529411764707,0.6730769230769231,0.7708333333333333,0.5849056603773585,0.8043478260869564,0.42000000000000004,0.9538461538461538,0.8387096774193548,0.4166666666666667,0.23076923076923078,0.4166666666666667,0.24999999999999994,0.4615384615384615,0.035625,0.782608695652174
0.4545454545454546,0.8,0.7857142857142856,0.03641025641025641,0.07625,0.3333333333333333,0.75,0.6666666666666666,0.8787878787878789,0.6470588235294119,0.7547169811320754,0.8727272727272727,0.890625,0.8292682926829269,0.7647058823529412,0.8,0.9322033898305083,0.9830508474576272,0.8800000000000001,0.7499999999999998,0.830188679245283,0.7368421052631579,0.8909090909090909,0.6444444444444444,0.6666666666666665,0.8863636363636365,0.5762711864406779,0.828125,0.7818181818181817,0.96,0.6557377049180328,0.6029411764705882,0.8076923076923077,0.75,0.6981132075471698,0.6956521739130433,0.42000000000000004,0.6615384615384616,0.48387096774193544,0.75,0.6153846153846154,0.75,0.6666666666666667,0.5384615384615385,0.06458333333333334,0.5072463768115942
0.7272727272727273,0.8,0.75,0.015384615384615385,0.0575,0.6666666666666667,0.75,0.6666666666666666,0.3939393939393936,0.5000000000000002,0.8490566037735848,0.6909090909090908,0.546875,0.8292682926829269,0.5490196078431372,0.8,0.8813559322033898,0.8813559322033897,0.98,0.7499999999999998,0.4339622641509434,0.4736842105263158,0.6909090909090909,0.7333333333333332,0.7543859649122806,0.7272727272727273,0.30508474576271183,0.703125,0.6363636363636362,0.8400000000000001,0.918032786885246,1.0,0.596153846153846,0.875,0.7735849056603773,0.7608695652173912,0.42000000000000004,1.0,1.0,0.75,0.38461538461538464,0.24999999999999994,0.24999999999999994,0.5384615384615385,0.025520833333333333,1.0
0.5454545454545454,0.8,0.75,0.03076923076923077,0.0475,0.6666666666666667,0.5,0.6666666666666666,0.5454545454545459,0.3529411764705881,0.8679245283018867,0.8181818181818182,0.609375,0.853658536585366,0.6862745098039215,0.7428571428571427,0.7796610169491526,0.8305084745762712,0.9199999999999999,0.7222222222222221,0.7924528301886792,0.7017543859649124,0.8909090909090909,0.6444444444444444,0.8596491228070173,0.7954545454545456,0.7627118644067795,0.859375,0.509090909090909,0.8600000000000001,0.5409836065573771,0.6029411764705882,0.7115384615384615,0.7291666666666667,0.6037735849056604,0.7391304347826085,0.42000000000000004,0.7230769230769232,0.6935483870967742,0.6666666666666667,0.5384615384615385,0.9166666666666667,0.6666666666666667,0.6923076923076923,0.04739583333333333,0.8115942028985508
0.6818181818181819,0.8,0.75,0.024615384615384615,0.051250000000000004,0.6666666666666667,0.75,0.6666666666666666,0.6060606060606064,0.6470588235294119,0.7358490566037735,0.9272727272727271,0.703125,0.853658536585366,0.9411764705882354,0.7714285714285716,0.7796610169491526,0.7796610169491525,0.8200000000000001,0.7499999999999998,0.4339622641509434,0.4385964912280701,0.5818181818181818,0.7777777777777777,0.7368421052631577,0.9090909090909092,0.6949152542372882,0.71875,0.7272727272727273,0.8800000000000001,0.7704918032786885,0.7205882352941176,0.7884615384615385,0.8541666666666667,0.8490566037735848,0.8260869565217391,0.42000000000000004,0.7692307692307693,0.6935483870967742,0.24999999999999994,0.5384615384615385,0.75,0.5833333333333333,0.6923076923076923,0.041458333333333326,0.7101449275362319
0.6363636363636365,0.9666666666666666,0.9285714285714284,0.06769230769230769,0.17500000000000002,1.0,0.75,0.33333333333333337,0.7272727272727275,0.5294117647058825,0.9433962264150942,0.9999999999999999,0.953125,0.853658536585366,0.9215686274509803,0.6285714285714283,0.8474576271186439,0.5084745762711864,0.8200000000000001,0.7499999999999998,0.49056603773584906,0.5789473684210525,0.6363636363636362,1.0,0.5964912280701753,0.75,0.7796610169491526,0.890625,0.6181818181818182,0.8600000000000001,0.5737704918032787,0.6911764705882353,1.0,0.875,0.6037735849056604,0.8478260869565216,0.42000000000000004,0.6923076923076923,0.5483870967741935,0.16666666666666669,0.30769230769230776,0.5833333333333333,0.8333333333333333,0.8461538461538463,0.11239583333333335,0.5362318840579711
0.4545454545454546,0.9666666666666666,0.9642857142857144,0.09538461538461539,0.2,0.6666666666666667,0.5,0.6666666666666666,0.4848484848484853,0.5000000000000002,0.8867924528301886,0.9454545454545454,0.609375,0.902439024390244,1.0,0.9999999999999998,0.9999999999999999,1.0,0.8200000000000001,0.9999999999999998,0.9056603773584905,0.8070175438596491,0.9818181818181817,0.6888888888888889,0.9999999999999998,0.8863636363636365,0.7457627118644067,0.640625,0.5272727272727273,1.0,0.2622950819672131,0.4558823529411765,0.7307692307692308,1.0,0.8679245283018867,0.7391304347826085,0.42000000000000004,0.4461538461538461,0.43548387096774194,0.08333333333333331,0.07692307692307693,0.0,0.08333333333333331,0.38461538461538464,0.16604166666666667,0.3188405797101449
